ESCUELA,EDAD,SEXO,EST_CIVIL,HIJOS,TRABAJA_ESTUDIA,VIVE_SOLO,NIVEL_SOCIO_ECON,SEMESTRE,PPACumulado,PPAnterior
INGENIERÍA CIVIL,26,0,0,0,0,0,1,5,15.773,14.462
INGENIERÍA CIVIL,33,0,0,1,1,0,2,10,15.275,14.063
INGENIERÍA CIVIL,23,0,0,0,1,1,1,5,14.843,14.727
INGENIERÍA CIVIL,22,0,0,0,1,1,2,3,16.308,16.364
INGENIERÍA CIVIL,17,0,0,0,1,0,1,3,12.363,14
INGENIERÍA CIVIL,18,0,0,0,1,0,1,2,14.903,14.818
INGENIERÍA CIVIL,20,0,0,0,1,1,0,2,16.432,15.545
INGENIERÍA CIVIL,21,1,0,0,1,0,0,3,13.383,9.167
INGENIERÍA CIVIL,17,0,0,0,1,0,1,1,16.051,15.545
INGENIERÍA CIVIL,24,0,0,1,1,1,0,2,14.815,14.5
INGENIERÍA CIVIL,31,0,0,0,1,1,1,2,14.024,9.636
INGENIERÍA CIVIL,24,0,0,0,1,1,0,9,15.609,14.591
INGENIERÍA CIVIL,19,0,0,0,0,0,2,5,0,0
INGENIERÍA CIVIL,28,0,0,0,1,0,0,1,14.849,13.933
INGENIERÍA CIVIL,27,1,0,0,0,0,2,10,16.576,16.727
INGENIERÍA CIVIL,37,0,2,1,1,0,1,1,15.859,15.556
INGENIERÍA CIVIL,18,1,0,0,0,0,1,2,17.019,16.909
INGENIERÍA CIVIL,25,1,0,0,0,1,1,5,15.503,15.318
INGENIERÍA CIVIL,19,0,0,0,0,1,0,6,15.099,14.444
INGENIERÍA CIVIL,22,0,0,0,1,1,2,9,15.561,15.818
INGENIERÍA CIVIL,19,0,0,0,0,0,1,1,15.818,16.455
INGENIERÍA CIVIL,21,0,0,0,1,0,0,9,15.966,16.455
INGENIERÍA CIVIL,20,1,0,0,0,0,0,5,15.557,14.313
INGENIERÍA CIVIL,30,0,0,0,1,0,1,9,15.474,15
INGENIERÍA CIVIL,23,0,0,0,0,1,0,5,15.823,15.955
INGENIERÍA CIVIL,18,0,0,0,1,0,2,1,15.01,14.364
INGENIERÍA CIVIL,18,0,0,0,0,1,1,3,16.517,15.591
INGENIERÍA CIVIL,22,1,0,0,1,1,0,11,16.091,15.727
INGENIERÍA CIVIL,26,1,2,0,1,1,2,14,14.937,14.5
INGENIERÍA CIVIL,18,0,0,0,0,0,2,2,15.329,14.591
INGENIERÍA CIVIL,32,1,0,0,1,1,0,10,15.451,15.409
INGENIERÍA CIVIL,18,1,0,0,1,0,1,1,15.34,14.545
INGENIERÍA CIVIL,21,0,0,0,1,0,1,7,16.162,15.955
INGENIERÍA CIVIL,26,0,0,0,1,1,2,9,15.646,15.182
INGENIERÍA CIVIL,20,0,0,0,0,0,2,6,15.829,15.364
INGENIERÍA CIVIL,19,0,0,0,0,0,1,3,15.414,15.182
INGENIERÍA CIVIL,31,0,0,0,1,1,1,8,16.117,16.182
INGENIERÍA CIVIL,31,0,0,0,1,0,2,9,13.386,11.684
INGENIERÍA CIVIL,17,0,0,0,0,1,0,1,11.776,9.524
INGENIERÍA CIVIL,24,0,0,0,1,1,2,6,15.185,14.19
INGENIERÍA CIVIL,19,0,0,0,0,0,1,5,15.731,16
INGENIERÍA CIVIL,30,0,1,0,1,0,0,10,14.121,12.214
INGENIERÍA CIVIL,19,1,0,0,0,1,0,7,10.701,11.955
INGENIERÍA CIVIL,33,0,0,1,1,1,0,2,17.419,17.455
INGENIERÍA CIVIL,18,0,0,0,0,0,2,3,16.081,15.591
INGENIERÍA CIVIL,30,0,0,0,0,0,2,10,16.359,17.227
INGENIERÍA CIVIL,17,0,0,0,1,1,2,1,16.349,17.091
INGENIERÍA CIVIL,23,1,0,0,1,1,2,10,15.793,16.091
INGENIERÍA CIVIL,24,1,0,0,1,1,0,7,16.102,16.136
INGENIERÍA CIVIL,19,1,0,0,1,0,0,5,16.455,16.955
INGENIERÍA CIVIL,19,1,0,0,0,0,1,5,15.127,14.4
INGENIERÍA CIVIL,26,0,1,1,1,0,1,2,15.262,14.773
INGENIERÍA CIVIL,24,0,0,0,1,1,0,10,15.532,13.85
INGENIERÍA CIVIL,22,1,0,0,0,0,1,10,11.61,1.909
INGENIERÍA CIVIL,17,1,0,0,0,0,0,3,16.606,16.364
INGENIERÍA CIVIL,26,1,0,0,1,0,0,6,14.62,15.211
INGENIERÍA CIVIL,36,0,0,0,1,0,0,10,14.947,13.727
INGENIERÍA CIVIL,27,0,0,0,1,1,2,9,15.543,15.955
INGENIERÍA CIVIL,29,0,0,0,1,1,1,9,13.627,13.313
INGENIERÍA CIVIL,18,0,0,0,0,0,2,2,10.888,11.211
INGENIERÍA CIVIL,22,0,0,0,0,1,1,6,14.552,13.773
INGENIERÍA CIVIL,18,1,0,0,0,0,0,1,16.449,16.136
INGENIERÍA CIVIL,21,1,0,0,1,0,2,8,14.528,12.727
INGENIERÍA CIVIL,30,0,2,0,1,0,0,7,15.124,14.381
INGENIERÍA CIVIL,35,0,0,0,1,0,2,10,16.98,17.5
INGENIERÍA CIVIL,22,0,0,0,1,1,2,10,16.556,17.273
INGENIERÍA CIVIL,31,0,0,0,1,1,2,10,16.535,16.955
INGENIERÍA CIVIL,17,1,0,0,0,0,1,1,16.727,15.9
INGENIERÍA CIVIL,19,0,0,0,0,0,2,1,16.029,15.19
INGENIERÍA CIVIL,25,0,0,0,1,1,0,11,15.788,16
INGENIERÍA CIVIL,22,0,0,0,0,0,0,6,15.452,15.111
INGENIERÍA CIVIL,21,0,0,0,0,0,2,8,14.259,14.286
INGENIERÍA CIVIL,18,0,0,0,0,0,2,2,14.815,15.095
INGENIERÍA CIVIL,22,1,0,0,0,0,2,10,13.367,9.091
INGENIERÍA CIVIL,19,0,0,0,0,0,1,5,16.642,16.227
INGENIERÍA CIVIL,23,0,0,0,1,0,0,3,12.573,12.667
INGENIERÍA CIVIL,27,1,0,0,1,1,1,6,15.983,16.318
INGENIERÍA CIVIL,21,1,0,0,1,1,0,5,13.351,16.05
INGENIERÍA CIVIL,18,0,0,0,0,1,0,2,15.53,12.95
INGENIERÍA CIVIL,30,0,0,0,1,0,1,14,15.583,13.571
INGENIERÍA CIVIL,21,0,0,0,1,1,2,5,14.2,13
INGENIERÍA CIVIL,21,0,0,0,1,0,2,7,14.628,13.818
INGENIERÍA CIVIL,20,0,0,1,1,0,1,1,14.373,15.762
INGENIERÍA CIVIL,24,0,0,1,1,1,0,4,16.153,14.773
INGENIERÍA CIVIL,21,1,0,0,1,1,0,8,14.56,14.4
INGENIERÍA CIVIL,20,0,0,0,0,0,2,6,12.038,8.727
INGENIERÍA CIVIL,24,0,0,0,0,0,0,10,16.034,15.682
INGENIERÍA CIVIL,21,1,0,0,1,1,1,2,13.157,7.923
INGENIERÍA CIVIL,19,1,0,0,0,0,1,5,14.859,15.429
INGENIERÍA CIVIL,21,0,0,0,1,0,1,6,14.612,14.619
INGENIERÍA CIVIL,31,0,0,1,1,0,2,10,15.818,15.773
INGENIERÍA CIVIL,17,0,0,0,0,0,2,1,14.487,14.8
INGENIERÍA CIVIL,26,1,0,0,1,0,1,7,16.682,15.864
INGENIERÍA CIVIL,20,0,0,0,0,0,1,7,13.968,17.636
INGENIERÍA CIVIL,34,0,0,0,0,0,0,7,17.061,16.591
INGENIERÍA CIVIL,17,1,0,0,1,0,1,1,15.348,15.818
INGENIERÍA CIVIL,28,0,0,0,1,0,1,8,14.858,14.4
INGENIERÍA CIVIL,23,0,0,0,1,1,2,3,16.929,15.81
INGENIERÍA CIVIL,26,0,0,1,1,0,1,10,15.452,15.286
INGENIERÍA CIVIL,31,0,2,1,1,0,1,8,15.551,14.409
INGENIERÍA CIVIL,19,1,0,0,0,0,2,2,15.57,14.571
INGENIERÍA CIVIL,20,0,0,0,0,0,1,8,15.251,14.455
INGENIERÍA CIVIL,25,0,0,0,1,0,1,14,14.98,15.524
INGENIERÍA CIVIL,19,0,1,1,1,1,0,14,16.131,16.773
INGENIERÍA CIVIL,21,0,0,0,1,0,1,6,13.906,10.667
INGENIERÍA CIVIL,34,0,1,0,0,0,0,7,14.327,14.81
INGENIERÍA CIVIL,21,0,2,0,1,0,2,11,16.747,17.409
INGENIERÍA CIVIL,17,0,0,0,1,0,2,1,16.065,15.909
INGENIERÍA CIVIL,18,0,0,0,0,0,0,2,16.261,15.818
INGENIERÍA CIVIL,26,0,0,0,1,0,1,3,15.89,15.364
INGENIERÍA CIVIL,21,1,0,0,0,0,0,8,16.364,15.864
INGENIERÍA CIVIL,21,0,0,0,1,0,1,7,15.406,15.409
INGENIERÍA CIVIL,23,0,0,0,1,0,1,10,5.728,6
INGENIERÍA CIVIL,22,0,0,0,1,0,1,5,15.699,15.455
INGENIERÍA CIVIL,20,0,0,0,1,0,1,3,15.083,14.769
INGENIERÍA CIVIL,24,0,0,0,1,1,2,5,15.941,16.591
INGENIERÍA CIVIL,20,1,0,0,1,1,1,1,15.51,15.571
INGENIERÍA CIVIL,19,0,0,0,0,1,0,4,13.977,12.455
INGENIERÍA CIVIL,22,1,0,0,0,0,1,9,15.087,14.706
INGENIERÍA CIVIL,23,0,0,0,1,0,1,8,13.359,11.895
INGENIERÍA CIVIL,18,0,0,0,0,0,1,3,15.513,15.318
INGENIERÍA CIVIL,22,0,0,0,1,0,1,9,13.613,12.722
INGENIERÍA CIVIL,21,0,0,0,0,0,0,6,15.738,16.278
INGENIERÍA CIVIL,23,0,0,0,1,1,1,13,14.208,14.091
INGENIERÍA CIVIL,25,0,0,0,1,1,0,6,15.023,14.9
INGENIERÍA CIVIL,25,0,0,0,1,1,0,12,15.514,15.667
INGENIERÍA CIVIL,33,0,0,0,1,1,1,7,14.676,12.875
INGENIERÍA CIVIL,25,0,0,0,0,0,1,9,16.045,14.818
INGENIERÍA CIVIL,22,0,0,0,1,0,0,2,15.37,15.636
INGENIERÍA CIVIL,38,0,0,0,1,0,2,7,15.081,13.667
INGENIERÍA CIVIL,20,1,0,0,0,0,0,5,16.903,17.409
INGENIERÍA CIVIL,17,0,0,0,0,1,1,2,16.325,16.318
INGENIERÍA CIVIL,19,0,0,0,1,1,1,2,14.66,11.5
INGENIERÍA CIVIL,21,1,0,0,0,0,1,9,16.578,16.682
INGENIERÍA CIVIL,18,0,0,0,1,0,0,2,15.014,14.278
INGENIERÍA CIVIL,27,1,0,0,0,0,1,9,14.526,14.091
INGENIERÍA CIVIL,21,1,0,0,0,1,2,4,14.586,14.632
INGENIERÍA CIVIL,27,0,0,0,1,1,0,8,11.093,8.067
INGENIERÍA CIVIL,19,0,0,0,1,0,0,2,16.221,16.727
INGENIERÍA CIVIL,20,0,0,0,0,1,2,2,15.232,14.8
INGENIERÍA CIVIL,19,1,0,0,0,0,2,5,10.577,0
INGENIERÍA CIVIL,18,1,0,0,0,0,0,3,13.57,12.471
INGENIERÍA CIVIL,19,1,0,0,0,0,1,6,15.211,13.136
INGENIERÍA CIVIL,30,0,0,0,1,1,0,10,14.326,15.25
INGENIERÍA CIVIL,26,0,0,0,1,1,0,9,16.434,15
INGENIERÍA CIVIL,21,0,0,0,1,1,2,5,14.752,13.182
INGENIERÍA CIVIL,35,0,0,0,1,1,2,4,15.357,15.364
INGENIERÍA CIVIL,31,0,2,1,1,0,1,6,16.325,16.591
INGENIERÍA CIVIL,17,0,0,0,0,0,1,1,15.192,13.25
INGENIERÍA CIVIL,20,0,0,0,0,0,2,7,14.899,10.818
INGENIERÍA CIVIL,27,0,0,0,1,0,0,6,15.654,16
INGENIERÍA CIVIL,27,0,0,0,1,1,1,9,15.718,14.857
INGENIERÍA CIVIL,25,0,0,1,1,0,1,10,16.974,17.727
INGENIERÍA CIVIL,21,1,0,0,1,0,1,9,15.217,14.4
INGENIERÍA CIVIL,20,0,0,0,0,0,1,1,15.556,15.091
INGENIERÍA CIVIL,34,0,0,0,1,0,2,5,15.987,15.545
INGENIERÍA CIVIL,18,0,0,0,0,0,2,1,16.13,15.909
INGENIERÍA CIVIL,20,0,0,0,1,1,0,1,15.857,16.136
INGENIERÍA CIVIL,27,0,0,0,0,0,2,9,15,12
INGENIERÍA CIVIL,20,0,0,0,1,0,0,7,14.714,14.864
INGENIERÍA CIVIL,22,1,0,0,1,0,0,5,16.623,17.136
INGENIERÍA CIVIL,21,1,0,0,1,0,2,3,14.089,14.636
INGENIERÍA CIVIL,17,0,0,0,0,0,1,1,15.164,14.188
INGENIERÍA CIVIL,32,0,0,0,1,1,0,5,14.349,15.136
INGENIERÍA CIVIL,23,0,0,0,1,0,0,2,11.598,11.333
INGENIERÍA CIVIL,20,1,0,0,1,1,1,2,15.096,13.727
INGENIERÍA CIVIL,24,0,0,0,1,0,0,10,15.132,13
INGENIERÍA CIVIL,18,0,0,0,0,0,2,1,13.469,12.429
INGENIERÍA CIVIL,17,0,0,0,0,0,0,1,16.006,16.636
INGENIERÍA CIVIL,18,0,0,0,0,0,2,2,16.864,16.455
INGENIERÍA CIVIL,28,1,0,0,1,0,2,9,15.451,15
INGENIERÍA CIVIL,21,0,0,0,1,0,2,5,14.975,12.933
INGENIERÍA CIVIL,32,0,1,0,1,0,1,1,16.667,15.273
INGENIERÍA CIVIL,18,1,0,0,0,0,2,1,15.597,14.471
INGENIERÍA CIVIL,18,1,0,0,0,0,2,3,17.084,17.955
INGENIERÍA CIVIL,19,1,0,0,1,0,1,2,16.727,16.455
INGENIERÍA CIVIL,18,0,0,0,1,1,0,2,15.968,15.955
INGENIERÍA CIVIL,25,0,0,0,1,1,2,2,15.096,14.267
INGENIERÍA CIVIL,30,0,0,0,1,0,2,1,11.061,9.684
INGENIERÍA CIVIL,30,1,0,0,1,0,2,2,15.174,14.273
INGENIERÍA CIVIL,19,0,0,0,0,0,1,2,8.985,0
INGENIERÍA CIVIL,25,0,0,0,1,1,1,10,15.477,14.364
INGENIERÍA CIVIL,21,0,0,0,1,1,1,6,15.205,15.182
INGENIERÍA CIVIL,18,0,0,0,0,0,0,3,17.208,17.727
INGENIERÍA CIVIL,28,0,2,1,1,0,1,1,15.424,15.045
INGENIERÍA CIVIL,17,0,0,0,0,1,2,1,14.692,13.7
INGENIERÍA CIVIL,31,0,0,0,1,0,0,2,16.032,16.909
INGENIERÍA CIVIL,17,0,0,0,1,0,1,1,15.186,13.2
INGENIERÍA CIVIL,30,0,0,0,1,1,1,9,17.023,16.727
INGENIERÍA CIVIL,20,0,0,0,0,0,1,5,15.182,15.182
INGENIERÍA CIVIL,25,0,0,0,1,0,1,6,16.227,14.864
INGENIERÍA CIVIL,25,0,0,0,1,0,1,6,15.624,14.7
INGENIERÍA CIVIL,18,1,0,0,1,0,1,1,16.629,16.273
INGENIERÍA CIVIL,29,0,0,0,1,1,1,7,14.184,15.263
INGENIERÍA CIVIL,25,0,0,0,1,1,0,1,15.653,15
INGENIERÍA CIVIL,18,1,0,0,1,1,1,4,15.227,14.591
INGENIERÍA CIVIL,17,1,0,0,0,0,1,1,12.036,3.556
INGENIERÍA CIVIL,19,0,1,0,0,1,2,4,16.492,15.545
INGENIERÍA CIVIL,17,1,0,0,0,0,2,1,15.373,15.773
INGENIERÍA CIVIL,24,0,0,0,0,1,1,8,17.008,16.667
INGENIERÍA CIVIL,19,0,0,0,0,0,1,2,15.98,15.81
INGENIERÍA CIVIL,18,0,0,0,0,0,0,2,16.25,14.909
INGENIERÍA CIVIL,24,0,0,0,1,0,1,5,15.256,15.15
INGENIERÍA CIVIL,18,0,0,0,1,0,0,1,16.046,17.286
INGENIERÍA CIVIL,18,1,0,0,0,0,2,2,16.961,16.778
INGENIERÍA CIVIL,28,0,0,0,1,1,1,1,16.076,15.545
INGENIERÍA CIVIL,22,0,0,0,0,0,1,7,15.937,15.45
INGENIERÍA CIVIL,25,0,0,1,1,1,2,9,15.928,14.524
INGENIERÍA CIVIL,24,0,0,0,1,1,0,9,15.602,15
INGENIERÍA CIVIL,25,0,0,0,1,1,0,5,16.015,15.048
INGENIERÍA CIVIL,28,0,0,0,1,1,2,10,15.905,14.636
INGENIERÍA CIVIL,20,0,0,0,0,0,0,4,15.05,14.286
INGENIERÍA CIVIL,23,0,0,0,1,0,1,10,16.424,16.455
INGENIERÍA CIVIL,30,0,0,0,1,1,0,10,14.953,11
INGENIERÍA CIVIL,20,0,0,0,0,0,0,6,16.134,16.667
INGENIERÍA CIVIL,18,0,0,0,1,1,1,5,17.064,17.636
INGENIERÍA CIVIL,22,1,0,0,0,1,1,5,14.647,12.933
INGENIERÍA CIVIL,28,0,2,1,1,0,0,6,16.04,14.813
INGENIERÍA CIVIL,29,0,0,0,1,0,1,10,16.029,16.3
INGENIERÍA CIVIL,25,1,0,0,1,0,1,10,14.872,13.455
INGENIERÍA CIVIL,32,0,0,0,1,0,0,8,15.269,12.615
INGENIERÍA CIVIL,19,0,0,0,1,1,2,2,13.435,14.421
INGENIERÍA CIVIL,18,1,0,0,0,0,0,2,15.737,14.538
INGENIERÍA CIVIL,20,1,0,0,0,0,2,2,16.906,15.667
INGENIERÍA CIVIL,23,1,0,0,0,1,0,9,15.5,15
INGENIERÍA CIVIL,23,0,0,0,1,0,2,1,15.273,14.545
INGENIERÍA CIVIL,27,0,0,0,1,0,2,7,14.347,14.417
INGENIERÍA CIVIL,18,0,0,0,0,0,2,3,16.02,15.222
INGENIERÍA CIVIL,19,0,0,0,0,0,1,1,16.197,15.636
INGENIERÍA CIVIL,20,0,0,0,1,0,2,4,16.084,16.333
INGENIERÍA CIVIL,29,0,0,0,1,1,1,7,10.664,3.294
INGENIERÍA CIVIL,17,0,0,0,0,0,2,1,15.924,15.381
INGENIERÍA CIVIL,25,0,0,0,1,0,1,1,14.403,11.2
INGENIERÍA CIVIL,25,0,0,0,1,0,1,9,14.955,14.955
INGENIERÍA CIVIL,20,0,0,0,1,0,2,7,15.288,14.727
INGENIERÍA CIVIL,21,0,0,0,1,1,0,2,15.448,15.211
INGENIERÍA CIVIL,37,0,1,1,1,0,2,2,13.651,9
INGENIERÍA CIVIL,27,0,0,0,0,0,2,6,13.528,14.857
INGENIERÍA CIVIL,27,0,0,0,1,0,2,10,14.472,12.889
INGENIERÍA CIVIL,20,0,0,0,0,1,1,2,16.795,16.818
INGENIERÍA CIVIL,23,1,0,0,1,0,2,6,15.902,15.182
INGENIERÍA CIVIL,24,1,0,0,1,0,0,10,14.496,14.273
INGENIERÍA CIVIL,20,1,0,0,0,0,1,8,15.252,14.538
INGENIERÍA CIVIL,22,0,0,0,0,1,2,3,15.909,15.909
INGENIERÍA CIVIL,21,0,0,0,0,0,1,8,17.864,18.409
INGENIERÍA CIVIL,21,0,0,0,1,1,2,9,14.442,13.045
INGENIERÍA CIVIL,24,0,0,0,0,0,0,8,15.258,13.588
INGENIERÍA CIVIL,22,0,0,0,1,0,2,11,16.107,16.667
INGENIERÍA CIVIL,18,0,0,0,0,0,0,2,11.11,0
INGENIERÍA CIVIL,21,0,0,0,0,0,1,10,16.064,15.591
INGENIERÍA CIVIL,21,0,0,0,1,1,1,8,14.098,13.8
INGENIERÍA CIVIL,22,0,0,0,1,0,0,10,14.904,14.579
INGENIERÍA CIVIL,22,0,0,1,1,0,2,8,15.155,14.636
INGENIERÍA CIVIL,22,0,0,1,1,1,1,5,16.245,16.591
INGENIERÍA CIVIL,19,0,0,0,1,0,2,2,15.745,15.727
INGENIERÍA CIVIL,21,0,0,0,0,0,2,6,17.936,17.818
INGENIERÍA CIVIL,17,0,0,0,0,0,0,1,18.664,19
INGENIERÍA CIVIL,20,0,0,0,1,1,1,2,15.564,14.409
INGENIERÍA CIVIL,22,1,0,0,0,0,0,9,15.679,16.238
INGENIERÍA CIVIL,28,0,0,0,0,1,1,4,16.736,15.727
INGENIERÍA CIVIL,24,0,0,0,1,0,2,8,14.542,13.7
INGENIERÍA CIVIL,18,0,0,0,1,0,0,1,16.173,15.5
INGENIERÍA CIVIL,20,1,0,0,0,1,1,8,15.964,15.182
INGENIERÍA CIVIL,30,1,0,0,1,1,0,2,16.4,16.318
INGENIERÍA CIVIL,17,0,0,0,0,1,0,1,16.036,15.091
MEDICINA HUMANA,19,1,0,0,0,0,0,6,15.337,0
MEDICINA HUMANA,32,1,0,0,1,1,0,7,15.015,14.727
MEDICINA HUMANA,25,1,0,0,0,1,1,3,15.266,0
MEDICINA HUMANA,22,1,0,0,0,0,1,7,15.801,17.13
MEDICINA HUMANA,19,0,0,0,0,0,1,1,15.386,0
MEDICINA HUMANA,23,1,0,1,1,1,1,6,16.413,0
MEDICINA HUMANA,26,0,0,0,1,0,0,14,15.689,0
MEDICINA HUMANA,25,0,0,0,1,0,0,10,14.916,15.118
MEDICINA HUMANA,25,1,0,0,1,0,0,7,13.308,8.333
MEDICINA HUMANA,26,1,0,0,0,0,1,11,16.061,0
MEDICINA HUMANA,30,1,0,0,1,0,0,11,15.644,15.696
MEDICINA HUMANA,22,1,0,0,0,0,1,7,15.148,16.579
MEDICINA HUMANA,17,0,0,0,0,0,2,1,14.961,15.067
MEDICINA HUMANA,27,0,0,0,1,0,2,14,14.88,12.227
MEDICINA HUMANA,22,1,0,0,0,0,1,6,16.163,0
MEDICINA HUMANA,24,1,0,0,0,0,0,14,15.588,16.35
MEDICINA HUMANA,23,0,0,0,1,0,1,10,14.879,15.15
MEDICINA HUMANA,22,1,0,0,1,0,2,9,15.518,15.045
MEDICINA HUMANA,18,0,0,0,0,0,0,1,16.049,0
MEDICINA HUMANA,23,1,0,0,0,0,0,5,14.873,13.65
MEDICINA HUMANA,19,0,0,0,0,0,1,2,14.294,6.636
MEDICINA HUMANA,24,0,0,0,1,0,0,9,14.327,14.231
MEDICINA HUMANA,20,1,0,0,0,0,2,4,15.898,16.913
MEDICINA HUMANA,21,0,0,0,1,1,0,10,15.477,0
MEDICINA HUMANA,20,1,0,0,0,0,0,3,15.845,15.053
MEDICINA HUMANA,19,1,0,0,0,1,1,5,16.167,0
MEDICINA HUMANA,24,0,0,0,1,1,2,12,15.5,15.739
MEDICINA HUMANA,21,1,0,0,0,0,0,8,16.163,0
MEDICINA HUMANA,25,1,0,0,1,1,1,5,15.788,0
MEDICINA HUMANA,27,1,0,0,0,0,1,1,14.803,15.091
MEDICINA HUMANA,25,1,0,0,1,0,2,8,15.477,0
MEDICINA HUMANA,24,1,0,0,1,0,1,12,15.75,0
MEDICINA HUMANA,18,1,0,0,0,1,1,2,15.92,0
MEDICINA HUMANA,19,1,0,0,0,0,1,5,15.515,0
MEDICINA HUMANA,30,0,0,0,0,0,0,14,15.534,15.316
MEDICINA HUMANA,20,1,0,0,0,0,1,3,16.042,0
MEDICINA HUMANA,18,0,0,0,0,1,2,1,16.14,0
MEDICINA HUMANA,25,0,0,0,1,0,2,10,15.458,0
MEDICINA HUMANA,22,0,0,0,1,0,0,3,13.817,14.462
MEDICINA HUMANA,18,0,0,0,1,1,2,1,15.67,0
MEDICINA HUMANA,19,1,0,0,1,0,0,3,14.5,14.947
MEDICINA HUMANA,21,0,0,0,0,0,2,2,15.401,15.842
MEDICINA HUMANA,26,1,0,0,0,0,0,14,15.905,0
MEDICINA HUMANA,28,1,0,0,1,0,1,7,15.561,0
MEDICINA HUMANA,20,1,0,0,0,0,1,6,15.307,14.577
MEDICINA HUMANA,23,1,0,0,0,0,1,8,15.962,0
MEDICINA HUMANA,34,1,2,0,1,0,1,12,15.107,15.182
MEDICINA HUMANA,22,1,0,0,0,0,0,1,15.949,15.706
MEDICINA HUMANA,33,0,0,0,1,0,2,12,13.683,6.632
MEDICINA HUMANA,22,1,0,0,0,0,2,6,15.337,0
MEDICINA HUMANA,22,1,2,0,0,1,2,9,16.288,16.609
MEDICINA HUMANA,26,1,0,0,0,0,0,12,15.439,15.4
MEDICINA HUMANA,23,1,0,0,0,0,1,10,15.727,17.174
MEDICINA HUMANA,24,1,0,0,1,1,1,9,14.241,4.333
MEDICINA HUMANA,25,1,0,0,1,1,2,9,15.375,14.462
MEDICINA HUMANA,22,1,0,0,0,1,1,3,15.686,0
MEDICINA HUMANA,17,1,0,0,0,1,1,1,12.902,6.773
MEDICINA HUMANA,25,1,1,1,0,0,0,5,15.371,0
MEDICINA HUMANA,35,1,0,0,1,0,2,12,15.261,0
MEDICINA HUMANA,19,1,0,0,1,0,1,3,15.932,0
MEDICINA HUMANA,29,0,0,0,1,0,1,11,15.621,0
MEDICINA HUMANA,24,1,0,0,1,0,2,11,15.874,17.353
MEDICINA HUMANA,17,1,0,0,0,0,0,2,15.5,0
MEDICINA HUMANA,27,1,2,1,1,1,2,11,15.765,0
MEDICINA HUMANA,20,1,0,0,0,0,2,6,15.302,16
MEDICINA HUMANA,22,1,0,0,1,0,0,7,15.494,16.067
MEDICINA HUMANA,25,1,0,0,1,1,2,5,15.598,0
MEDICINA HUMANA,27,0,0,0,1,1,1,8,13.749,14.9
MEDICINA HUMANA,27,0,0,0,1,1,2,12,15.393,14.842
MEDICINA HUMANA,21,0,0,0,1,0,2,5,15.86,0
MEDICINA HUMANA,35,0,2,1,0,1,2,9,14.048,6.571
MEDICINA HUMANA,33,1,0,0,1,0,2,3,15.678,0
MEDICINA HUMANA,22,1,0,0,0,0,0,2,13.966,14.591
MEDICINA HUMANA,21,1,0,0,0,0,1,9,15.805,15.364
MEDICINA HUMANA,23,0,0,0,0,0,1,8,16.33,0
MEDICINA HUMANA,21,0,0,0,0,0,1,7,15.057,15.267
MEDICINA HUMANA,23,0,0,0,1,0,0,12,15.939,0
MEDICINA HUMANA,18,1,0,0,0,0,2,1,15.951,16.263
MEDICINA HUMANA,31,1,0,0,1,1,2,12,15.665,16.545
MEDICINA HUMANA,23,1,0,0,1,0,2,2,15.009,14.591
MEDICINA HUMANA,17,0,0,0,0,0,0,1,15.436,15.192
MEDICINA HUMANA,30,0,0,0,1,0,0,7,16.022,0
MEDICINA HUMANA,23,1,0,0,0,0,0,12,15.856,0
MEDICINA HUMANA,27,1,0,0,0,0,1,6,15.241,16.333
MEDICINA HUMANA,22,0,0,0,1,1,0,5,15.241,15
MEDICINA HUMANA,24,0,1,0,1,1,0,7,15.596,15
MEDICINA HUMANA,24,0,0,0,1,0,2,12,15.864,0
MEDICINA HUMANA,20,1,0,0,0,0,0,8,15.955,0
MEDICINA HUMANA,25,1,0,0,1,0,1,11,15.827,17.261
MEDICINA HUMANA,26,0,0,0,0,0,2,13,15.652,16.4
MEDICINA HUMANA,18,1,0,0,0,0,0,1,14.618,14.375
MEDICINA HUMANA,31,0,0,0,1,0,0,10,14.034,12.889
MEDICINA HUMANA,23,0,0,0,0,0,0,12,15.932,15.895
MEDICINA HUMANA,28,0,0,0,1,1,0,9,15.924,0
MEDICINA HUMANA,17,1,0,0,0,0,2,1,15.343,15.789
MEDICINA HUMANA,25,0,0,0,0,1,2,4,16.239,14
MEDICINA HUMANA,20,1,0,0,0,0,0,3,14.722,13
MEDICINA HUMANA,24,1,0,0,0,1,1,10,16.095,0
MEDICINA HUMANA,27,0,0,0,0,0,2,13,15.27,16.538
MEDICINA HUMANA,21,0,0,0,0,0,2,1,15.036,14.429
MEDICINA HUMANA,32,1,0,1,1,0,2,12,15.422,16.182
MEDICINA HUMANA,20,1,0,0,0,1,2,6,16.231,0
MEDICINA HUMANA,22,1,0,0,0,0,2,6,15.179,15.95
MEDICINA HUMANA,17,0,0,0,0,0,1,1,15.712,0
MEDICINA HUMANA,24,1,0,0,0,0,2,10,15.714,15
MEDICINA HUMANA,20,1,0,0,0,0,1,2,15.385,16.727
MEDICINA HUMANA,23,1,0,0,1,0,1,6,15.784,17.579
MEDICINA HUMANA,26,1,0,0,0,0,2,14,16.117,0
MEDICINA HUMANA,26,1,0,0,0,0,2,13,15.898,16.632
MEDICINA HUMANA,18,1,0,0,0,0,1,3,15.688,16.067
